optical_event_id,segment_id,run_id,event_type,involved_track_ids,support_start_sar_frame,support_end_sar_frame,event_uncertainty_state,competing_interpretations_json,observable_evidence,event_is_hard_label,manual_reference_used
TERGOE_829DC226C0AA7ACD131E,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,481,487,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 11.2125 to 8.3368 deg,False,False
TERGOE_21E65D23454D604D5BFE,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,481,487,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 14.4752 to 11.5486 deg,False,False
TERGOE_071960FBD12BB8D8FAD3,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,481,487,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_D7C5E9C1B8823E45AB5F,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,481,487,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_A7117E8C328B741FC070,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON023,486,487,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_8AE952B31F74780D9EBF,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON023,486,487,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 2 SAR frames,False,False
TERGOE_8524F218E50A3DA9A31C,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,PAIR_GAP_STABLE_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON023,486,487,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 14.7108 to 14.7108 deg,False,False
TERGOE_EF2D2D9E6A750BA2793F,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,PAIR_GAP_STABLE_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON023,486,487,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 17.9227 to 17.9227 deg,False,False
TERGOE_E740B23046547ECEB256,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,PAIR_GAP_STABLE_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023,486,487,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.0000 to 0.0000 deg,False,False
TERGOE_1C67EC91EF75E0B4E72B,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,RELATIVE_ORDER_OVERLAP_UNCERTAINTY,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON023,486,487,UNCERTAINTY_STATE,"[""angular overlap"", ""possible occlusion"", ""projection ambiguity"", ""grouping ambiguity""]",raw angular support intervals overlap,False,False
TERGOE_31BF012FAB70AF63A6F3,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON023,486,487,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_F8E00F8A81D6F123BDB9,TERGS_D848C6E5AC73E1AEEFDA,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON023,486,487,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_6992A9C85BD915F93809,TERGS_D9A02C06CA67BAF86AAE,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON017,472,473,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_5F6A4D5B613A4A2255C0,TERGS_D9A02C06CA67BAF86AAE,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON017,472,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 23 SAR frames,False,False
TERGOE_3A4F1B53F5D7C132383C,TERGS_D9A02C06CA67BAF86AAE,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON017,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_6913B987882400E88BF6,TERGS_DA539F692DB3CF52F38F,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON017,472,473,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_0B58114B5DD00EE16437,TERGS_DA539F692DB3CF52F38F,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON018,472,473,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_30FB28B033A3959C5962,TERGS_DA539F692DB3CF52F38F,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON017,472,477,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 6 SAR frames,False,False
TERGOE_7A4E1FD68BDCF00C42A3,TERGS_DA539F692DB3CF52F38F,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON018,472,477,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 6 SAR frames,False,False
TERGOE_840664120E09843A569C,TERGS_DA539F692DB3CF52F38F,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,472,477,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.8594 to 0.6696 deg,False,False
TERGOE_D0AA951F681AAAF538D4,TERGS_DA539F692DB3CF52F38F,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,472,477,DEFINITE_INTERVAL_ORDER,"[""A_LEFT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_FD33F3A04BEE7B178F3B,TERGS_E7F91D8684FAAF6A9219,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON021,481,482,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_0A5B6D64FC9C114A76FF,TERGS_E7F91D8684FAAF6A9219,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON017,481,485,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 5 SAR frames,False,False
TERGOE_17D7AEBAF4E3F534EA13,TERGS_E7F91D8684FAAF6A9219,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON018,481,485,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 5 SAR frames,False,False
TERGOE_5EF52B49F0063391E634,TERGS_E7F91D8684FAAF6A9219,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON021,481,485,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 5 SAR frames,False,False
TERGOE_5D0EBE7122C124274DDB,TERGS_E7F91D8684FAAF6A9219,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,481,485,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.6999 to 0.6690 deg,False,False
TERGOE_6CB3D4565542BD92F1C2,TERGS_E7F91D8684FAAF6A9219,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,481,485,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 11.2125 to 9.3213 deg,False,False
TERGOE_6091709A62F349AB0404,TERGS_E7F91D8684FAAF6A9219,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,481,485,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 14.4752 to 12.5899 deg,False,False
TERGOE_5F3ABC95BE58C5CDA31F,TERGS_E7F91D8684FAAF6A9219,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON018,481,485,DEFINITE_INTERVAL_ORDER,"[""A_LEFT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_D7FD97FFF2302A30A0C9,TERGS_E7F91D8684FAAF6A9219,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON017;R02ZF_REUSED_R02ZF_PERSON021,481,485,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_87AB26D7C8342CAB5C2F,TERGS_E7F91D8684FAAF6A9219,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON018;R02ZF_REUSED_R02ZF_PERSON021,481,485,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_C0C8379055E16E941F59,TERGS_F66D1A1E88076E254C22,R02ZF,OBSERVATION_BIRTH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON024,488,489,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_485000136549EAD8B17E,TERGS_F66D1A1E88076E254C22,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON021,488,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 7 SAR frames,False,False
TERGOE_81183F9A70313672C83C,TERGS_F66D1A1E88076E254C22,R02ZF,OBSERVATION_PRESENCE_INTERVAL,R02ZF_REUSED_R02ZF_PERSON024,488,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 7 SAR frames,False,False
TERGOE_417F3F76155097307942,TERGS_F66D1A1E88076E254C22,R02ZF,PAIR_GAP_APPROACH_TENDENCY_DESCRIPTOR,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,488,494,CONTINUOUS_SIGN_DESCRIPTOR_NO_FITTED_THRESHOLD,"[""angular support gap trend"", ""camera projection trend"", ""bbox deformation""]",endpoint interval gap changes from 0.4216 to 0.3547 deg,False,False
TERGOE_A2E36A1671C17DB54BA1,TERGS_F66D1A1E88076E254C22,R02ZF,RELATIVE_ORDER_STABLE,R02ZF_REUSED_R02ZF_PERSON021;R02ZF_REUSED_R02ZF_PERSON024,488,494,DEFINITE_INTERVAL_ORDER,"[""A_RIGHT_OF_B""]",raw optical angular intervals remain disjoint with stable order,False,False
TERGOE_F5FBD469607A7EACC263,TERGS_F66D1A1E88076E254C22,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON021,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_173F7792D68CFD7886D9,TERGS_F66D1A1E88076E254C22,R02ZF,OBSERVATION_DEATH_HYPOTHESIS,R02ZF_REUSED_R02ZF_PERSON024,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_471ADAAFB1B7D6AAC923,TERGS_6EA858FDC375FA946246,R03ZF,OBSERVATION_BIRTH_HYPOTHESIS,R03ZF_I01_T0004,458,459,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_4A102F23EEC160ABBE16,TERGS_6EA858FDC375FA946246,R03ZF,OBSERVATION_PRESENCE_INTERVAL,R03ZF_I01_T0004,458,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 37 SAR frames,False,False
TERGOE_45F77EDF9F906C082B24,TERGS_6EA858FDC375FA946246,R03ZF,OBSERVATION_DEATH_HYPOTHESIS,R03ZF_I01_T0004,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
TERGOE_9A7B530AC29490AE29A8,TERGS_FD6F6E750E8BBEA9ED4C,R03ZF,OBSERVATION_BIRTH_HYPOTHESIS,R03ZF_I01_T0004,458,459,SET_VALUED,"[""scene entry"", ""detector birth"", ""fragment start""]",first runtime-visible observation of fragment,False,False
TERGOE_63ABC0A3BDBF6592F9C5,TERGS_FD6F6E750E8BBEA9ED4C,R03ZF,OBSERVATION_PRESENCE_INTERVAL,R03ZF_I01_T0004,458,494,INTERVAL_OBSERVATION,"[""continuous presence"", ""detector-supported fragment presence""]",runtime-visible shell presence in 37 SAR frames,False,False
TERGOE_B5BD8CC7BF405EB18012,TERGS_FD6F6E750E8BBEA9ED4C,R03ZF,OBSERVATION_DEATH_HYPOTHESIS,R03ZF_I01_T0004,493,494,SET_VALUED,"[""scene exit"", ""detector loss"", ""fragment end""]",last runtime-visible observation of fragment,False,False
